Instituição financeira;tx a.m.;tx a.a.;data_i;data_f;segmento;modalidade;tipo_encargo;nome_do_arquivo
BCO ANDBANK S.A.;1,06%;13,46%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO INDUSCRED DE INVESTIM. S/A;1,31%;16,87%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO VOLVO BRASIL S.A.;1,39%;17,99%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO GUANABARA S.A.;1,50%;19,56%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BANCO INTER;1,75%;23,19%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO A.J. RENNER S.A.;1,89%;25,18%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO MÁXIMA S.A.;1,90%;25,32%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO TRICURY S.A.;1,91%;25,55%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO C6 S.A.;1,94%;25,87%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO DO EST. DE SE S.A.;1,94%;25,88%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO DA AMAZONIA S.A.;2,46%;33,83%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BANCO INBURSA;2,71%;37,75%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
HS FINANCEIRA;2,83%;39,75%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
ITAÚ UNIBANCO S.A.;2,83%;39,80%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
SIMPALA S.A. CFI;2,91%;41,14%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
PORTOSEG S.A. CFI;2,95%;41,66%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
SANTANA S.A. - CFI;3,04%;43,24%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;3,12%;44,56%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
CAIXA ECONOMICA FEDERAL;3,22%;46,33%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
SINOSSERRA S/A - SCFI;3,46%;50,48%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO DO BRASIL S.A.;3,49%;50,97%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
NU FINANCEIRA S.A. CFI;3,52%;51,54%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BANCO ORIGINAL;3,53%;51,72%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;3,63%;53,34%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO DO ESTADO DO RS S.A.;3,80%;56,43%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO DO EST. DO PA S.A.;3,89%;58,05%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
AYMORÉ CFI S.A.;3,99%;59,83%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO BANESTES S.A.;4,11%;62,09%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BRB - BCO DE BRASILIA S.A.;4,11%;62,09%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
OMNI SA CFI;4,12%;62,32%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
OMNI BANCO S.A.;4,20%;63,78%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
FINANC ALFA S.A. CFI;4,26%;64,99%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO BRADESCO S.A.;4,72%;73,97%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BV FINANCEIRA S.A. CFI;4,90%;77,52%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
CENTROCRED S.A. CFI;5,55%;91,21%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
SOROCRED CFI S.A.;6,29%;107,89%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO LOSANGO S.A.;6,53%;113,64%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BANCO DIGIO;6,70%;117,84%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
KREDILIG S.A. - CFI;7,96%;150,71%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
GOLCRED S/A - CFI;7,98%;151,15%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
ZEMA CFI S/A;8,39%;162,82%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
FINAMAX S.A. CFI;8,51%;166,33%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;8,87%;177,30%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
GAZINCRED S.A. SCFI;10,27%;223,26%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
SENFF S.A. - CFI;10,34%;225,78%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BANCO TOPÁZIO S.A.;11,17%;256,46%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
CREDIARE CFI S.A.;11,69%;276,91%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
PORTOCRED S.A. - CFI;12,02%;290,42%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BANCO SEMEAR;12,07%;292,32%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
LEBES FINANCEIRA CFI SA;12,33%;303,65%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;12,90%;328,68%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
LECCA CFI S.A.;13,05%;335,95%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO AGIBANK S.A.;13,27%;346,06%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
NEGRESCO S.A. - CFI;13,41%;352,56%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
REALIZE CFI S.A.;14,00%;381,56%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
AGORACRED S/A SCFI;15,86%;485,33%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BANCOSEGURO S.A.;16,71%;538,90%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
FACTA S.A. CFI;18,73%;684,82%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO BMG S.A.;19,56%;753,16%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO DAYCOVAL S.A;19,80%;773,55%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
CREFISA S.A. CFI;21,75%;960,90%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
JBCRED S.A. SCFI;26,79%;1626,33%;06/05/2020;12/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-06-05-2020.csv
BCO BNP PARIBAS BRASIL S A;0,53%;6,50%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BANCOOB;0,75%;9,38%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO SAFRA S.A.;0,87%;10,91%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO ANDBANK S.A.;1,06%;13,45%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO VOLVO BRASIL S.A.;1,22%;15,70%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO INDUSCRED DE INVESTIM. S/A;1,31%;16,87%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BANCO INTER;1,75%;23,19%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO MÁXIMA S.A.;1,90%;25,32%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO TRICURY S.A.;1,91%;25,55%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO DO EST. DE SE S.A.;1,95%;26,11%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO C6 S.A.;1,95%;26,14%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO A.J. RENNER S.A.;2,11%;28,46%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO DA AMAZONIA S.A.;2,39%;32,78%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BANCO INBURSA;2,65%;36,94%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
HS FINANCEIRA;2,70%;37,67%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
ITAÚ UNIBANCO S.A.;2,79%;39,05%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
PORTOSEG S.A. CFI;2,91%;41,06%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
SIMPALA S.A. CFI;2,91%;41,14%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
SANTANA S.A. - CFI;3,04%;43,24%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;3,14%;44,85%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
CAIXA ECONOMICA FEDERAL;3,22%;46,23%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
NU FINANCEIRA S.A. CFI;3,49%;50,85%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO DO BRASIL S.A.;3,49%;50,96%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;3,66%;53,93%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BANCO ORIGINAL;3,72%;54,97%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
SINOSSERRA S/A - SCFI;3,76%;55,78%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO DO EST. DO PA S.A.;3,83%;57,03%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
AYMORÉ CFI S.A.;3,88%;57,94%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO BANESTES S.A.;3,97%;59,61%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BRB - BCO DE BRASILIA S.A.;4,03%;60,57%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
FINANC ALFA S.A. CFI;4,03%;60,59%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO DO ESTADO DO RS S.A.;4,03%;60,61%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
OMNI SA CFI;4,10%;61,87%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
OMNI BANCO S.A.;4,23%;64,38%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO BRADESCO S.A.;4,72%;73,93%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BV FINANCEIRA S.A. CFI;4,90%;77,52%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
CENTROCRED S.A. CFI;5,72%;94,93%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
SOROCRED CFI S.A.;6,24%;106,79%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO LOSANGO S.A.;6,51%;113,25%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BANCO DIGIO;6,58%;114,82%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
GOLCRED S/A - CFI;7,96%;150,66%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
KREDILIG S.A. - CFI;8,01%;152,10%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
ZEMA CFI S/A;8,39%;162,89%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;8,86%;177,05%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
FINAMAX S.A. CFI;9,15%;185,96%;07/05/2020;13/05/2020;Pessoa física;Crédito pessoal não-consignado;Pré-fixado;Pessoa física-Crédito pessoal não-consignado-Pré-fixado-07-05-2020.csv
